customer_id,date,time_idx,daily_spend,logins,clicks,day_of_week,is_holiday,customer_tier
C_016,2025-01-19,18,0.0,0,3,6,0,Silver
C_016,2025-01-20,19,11.36,1,6,0,0,Silver
C_016,2025-01-21,20,0.0,0,1,1,0,Silver
C_016,2025-01-22,21,14.1,1,9,2,0,Silver
C_016,2025-01-23,22,0.0,0,1,3,0,Silver
C_016,2025-01-24,23,0.0,0,4,4,0,Silver
C_016,2025-01-25,24,13.15,1,11,5,0,Silver
C_016,2025-01-26,25,9.46,2,11,6,0,Silver
C_016,2025-01-27,26,6.59,1,5,0,0,Silver
C_016,2025-01-28,27,16.2,3,12,1,0,Silver
C_016,2025-01-29,28,0.0,0,1,2,0,Silver
C_016,2025-01-30,29,0.0,0,3,3,0,Silver
C_016,2025-01-31,30,0.0,0,0,4,1,Silver
C_016,2025-02-01,31,0.0,0,3,5,0,Silver
C_016,2025-02-02,32,16.08,1,7,6,0,Silver
C_016,2025-02-03,33,28.71,3,19,0,0,Silver
C_016,2025-02-04,34,20.24,3,19,1,0,Silver
C_016,2025-02-05,35,22.97,2,10,2,0,Silver
C_016,2025-02-06,36,11.11,1,10,3,0,Silver
C_016,2025-02-07,37,15.53,1,12,4,0,Silver
C_016,2025-02-08,38,0.0,0,2,5,0,Silver
C_016,2025-02-09,39,22.48,1,9,6,0,Silver
C_016,2025-02-10,40,15.28,2,6,0,1,Silver
C_016,2025-02-11,41,0.0,0,3,1,0,Silver
C_016,2025-02-12,42,12.17,1,9,2,0,Silver
C_016,2025-02-13,43,0.0,0,3,3,0,Silver
C_016,2025-02-14,44,0.0,0,4,4,0,Silver
C_016,2025-02-15,45,0.0,0,0,5,0,Silver
C_016,2025-02-16,46,0.0,0,2,6,0,Silver
C_016,2025-02-17,47,0.0,0,4,0,0,Silver
C_016,2025-02-18,48,0.0,0,3,1,0,Silver
C_016,2025-02-19,49,13.85,1,10,2,0,Silver
C_016,2025-02-20,50,0.0,0,2,3,0,Silver
C_016,2025-02-21,51,0.0,0,4,4,0,Silver
C_016,2025-02-22,52,18.44,1,12,5,0,Silver
C_016,2025-02-23,53,26.97,1,7,6,1,Silver
C_016,2025-02-24,54,0.0,0,1,0,0,Silver
C_016,2025-02-25,55,16.93,1,11,1,0,Silver
C_016,2025-02-26,56,6.66,1,10,2,0,Silver
C_016,2025-02-27,57,0.0,0,4,3,0,Silver
C_016,2025-02-28,58,0.0,0,2,4,0,Silver
C_016,2025-03-01,59,17.55,1,10,5,0,Silver
C_016,2025-03-02,60,25.45,2,11,6,0,Silver
C_016,2025-03-03,61,48.89,2,16,0,1,Silver
C_016,2025-03-04,62,0.0,0,1,1,0,Silver
C_016,2025-03-05,63,0.0,0,3,2,0,Silver
C_016,2025-03-06,64,29.33,2,13,3,0,Silver
C_016,2025-03-07,65,0.0,0,3,4,0,Silver
C_016,2025-03-08,66,11.28,1,11,5,0,Silver
C_016,2025-03-09,67,0.0,0,3,6,0,Silver
C_016,2025-03-10,68,18.57,1,7,0,1,Silver
C_016,2025-03-11,69,5.47,1,9,1,0,Silver
C_016,2025-03-12,70,0.0,0,1,2,0,Silver
C_016,2025-03-13,71,0.0,0,0,3,0,Silver
C_016,2025-03-14,72,41.16,3,30,4,0,Silver
C_016,2025-03-15,73,0.0,0,1,5,0,Silver
C_016,2025-03-16,74,9.78,1,5,6,0,Silver
C_016,2025-03-17,75,12.09,2,10,0,0,Silver
C_016,2025-03-18,76,0.0,0,2,1,1,Silver
C_016,2025-03-19,77,10.96,1,8,2,0,Silver
C_016,2025-03-20,78,0.0,0,1,3,0,Silver
C_016,2025-03-21,79,18.88,1,9,4,1,Silver
C_016,2025-03-22,80,16.31,1,6,5,0,Silver
C_016,2025-03-23,81,7.48,1,7,6,0,Silver
C_016,2025-03-24,82,0.0,0,1,0,0,Silver
C_016,2025-03-25,83,0.0,0,3,1,0,Silver
C_016,2025-03-26,84,8.59,1,6,2,0,Silver
C_016,2025-03-27,85,36.12,2,18,3,0,Silver
C_016,2025-03-28,86,0.0,0,0,4,0,Silver
C_016,2025-03-29,87,33.93,1,12,5,0,Silver
C_016,2025-03-30,88,11.06,1,6,6,1,Silver
C_016,2025-03-31,89,12.71,3,8,0,0,Silver
C_016,2025-04-01,90,8.13,1,9,1,0,Silver
C_016,2025-04-02,91,12.87,1,12,2,0,Silver
C_016,2025-04-03,92,20.39,1,11,3,0,Silver
C_016,2025-04-04,93,25.69,3,16,4,0,Silver
C_016,2025-04-05,94,0.0,0,4,5,0,Silver
C_016,2025-04-06,95,0.0,0,1,6,0,Silver
C_016,2025-04-07,96,0.0,0,4,0,0,Silver
C_016,2025-04-08,97,6.24,2,7,1,0,Silver
C_016,2025-04-09,98,17.97,2,8,2,0,Silver
C_016,2025-04-10,99,9.82,2,9,3,0,Silver
C_016,2025-04-11,100,6.44,1,5,4,0,Silver
C_016,2025-04-12,101,0.0,0,4,5,0,Silver
C_016,2025-04-13,102,0.0,0,2,6,0,Silver
C_016,2025-04-14,103,16.78,1,9,0,0,Silver
C_016,2025-04-15,104,7.44,1,7,1,0,Silver
C_016,2025-04-16,105,0.0,0,4,2,0,Silver
C_016,2025-04-17,106,12.12,2,18,3,0,Silver
C_016,2025-04-18,107,51.99,3,23,4,0,Silver
C_016,2025-04-19,108,14.26,1,10,5,0,Silver
C_016,2025-04-20,109,0.0,0,1,6,0,Silver
C_016,2025-04-21,110,10.06,1,5,0,0,Silver
C_016,2025-04-22,111,14.35,1,12,1,0,Silver
C_016,2025-04-23,112,0.0,0,0,2,0,Silver
C_016,2025-04-24,113,6.55,1,9,3,0,Silver
C_016,2025-04-25,114,5.6,1,5,4,0,Silver
C_016,2025-04-26,115,13.8,1,12,5,0,Silver
C_016,2025-04-27,116,0.0,0,1,6,0,Silver
C_016,2025-04-28,117,6.47,1,6,0,0,Silver
C_016,2025-04-29,118,15.51,1,9,1,0,Silver
C_016,2025-04-30,119,0.0,0,3,2,0,Silver
C_017,2025-01-01,0,0.0,0,4,2,0,Silver
C_017,2025-01-02,1,9.45,2,9,3,0,Silver
C_017,2025-01-03,2,20.33,2,10,4,0,Silver
C_017,2025-01-04,3,24.35,1,12,5,0,Silver
C_017,2025-01-05,4,0.0,0,2,6,0,Silver
C_017,2025-01-06,5,8.05,1,4,0,0,Silver
C_017,2025-01-07,6,21.37,2,12,1,0,Silver
C_017,2025-01-08,7,0.0,0,4,2,0,Silver
C_017,2025-01-09,8,0.0,0,2,3,0,Silver
C_017,2025-01-10,9,0.0,0,4,4,0,Silver
C_017,2025-01-11,10,14.02,1,10,5,0,Silver
C_017,2025-01-12,11,0.0,0,2,6,0,Silver
C_017,2025-01-13,12,22.82,1,10,0,0,Silver
C_017,2025-01-14,13,0.0,0,0,1,1,Silver
C_017,2025-01-15,14,7.2,2,12,2,0,Silver
C_017,2025-01-16,15,22.63,2,11,3,0,Silver
C_017,2025-01-17,16,0.0,0,3,4,0,Silver
C_017,2025-01-18,17,24.01,1,11,5,0,Silver
C_017,2025-01-19,18,11.94,1,5,6,0,Silver
C_017,2025-01-20,19,8.99,3,14,0,0,Silver
C_017,2025-01-21,20,11.51,2,15,1,0,Silver
C_017,2025-01-22,21,20.42,1,9,2,0,Silver
C_017,2025-01-23,22,2.91,1,2,3,0,Silver
C_017,2025-01-24,23,4.39,1,5,4,0,Silver
C_017,2025-01-25,24,0.0,0,4,5,0,Silver
C_017,2025-01-26,25,0.0,0,2,6,0,Silver
C_017,2025-01-27,26,0.0,0,1,0,0,Silver
C_017,2025-01-28,27,0.0,0,4,1,0,Silver
C_017,2025-01-29,28,10.88,1,11,2,0,Silver
C_017,2025-01-30,29,4.29,1,4,3,0,Silver
C_017,2025-01-31,30,2.04,1,3,4,0,Silver
C_017,2025-02-01,31,0.0,0,1,5,0,Silver
C_017,2025-02-02,32,0.0,0,4,6,0,Silver
C_017,2025-02-03,33,21.34,2,14,0,0,Silver
C_017,2025-02-04,34,25.94,3,18,1,0,Silver
C_017,2025-02-05,35,11.21,2,8,2,0,Silver
C_017,2025-02-06,36,5.44,1,7,3,0,Silver
C_017,2025-02-07,37,12.0,1,13,4,0,Silver
C_017,2025-02-08,38,14.09,1,10,5,0,Silver
C_017,2025-02-09,39,13.13,1,6,6,0,Silver
C_017,2025-02-10,40,18.8,2,11,0,0,Silver
C_017,2025-02-11,41,19.49,2,20,1,0,Silver
C_017,2025-02-12,42,18.9,2,10,2,0,Silver
C_017,2025-02-13,43,0.0,0,3,3,0,Silver
C_017,2025-02-14,44,0.0,0,2,4,0,Silver
C_017,2025-02-15,45,17.55,2,8,5,0,Silver
C_017,2025-02-16,46,0.0,0,2,6,0,Silver
C_017,2025-02-17,47,0.0,0,0,0,0,Silver
C_017,2025-02-18,48,6.46,1,7,1,0,Silver
C_017,2025-02-19,49,0.0,0,2,2,0,Silver
C_017,2025-02-20,50,14.31,1,7,3,0,Silver
C_017,2025-02-21,51,0.0,0,3,4,0,Silver
C_017,2025-02-22,52,0.0,0,4,5,0,Silver
C_017,2025-02-23,53,16.98,1,6,6,0,Silver
C_017,2025-02-24,54,0.0,0,0,0,0,Silver
C_017,2025-02-25,55,0.0,0,3,1,0,Silver
C_017,2025-02-26,56,26.31,2,16,2,0,Silver
C_017,2025-02-27,57,0.0,0,0,3,0,Silver
C_017,2025-02-28,58,18.36,1,10,4,0,Silver
C_017,2025-03-01,59,5.2,1,3,5,0,Silver
C_017,2025-03-02,60,11.48,1,10,6,0,Silver
C_017,2025-03-03,61,17.55,1,10,0,0,Silver
C_017,2025-03-04,62,0.0,0,4,1,0,Silver
C_017,2025-03-05,63,0.0,0,0,2,1,Silver
C_017,2025-03-06,64,0.0,0,2,3,0,Silver
C_017,2025-03-07,65,15.85,1,7,4,0,Silver
C_017,2025-03-08,66,43.37,2,18,5,0,Silver
C_017,2025-03-09,67,0.0,0,1,6,0,Silver
C_017,2025-03-10,68,0.0,0,3,0,0,Silver
C_017,2025-03-11,69,9.15,1,7,1,1,Silver
C_017,2025-03-12,70,13.63,1,11,2,0,Silver
C_017,2025-03-13,71,9.15,2,5,3,0,Silver
C_017,2025-03-14,72,17.39,1,5,4,1,Silver
C_017,2025-03-15,73,43.1,2,18,5,0,Silver
C_017,2025-03-16,74,0.0,0,2,6,0,Silver
C_017,2025-03-17,75,10.43,2,13,0,0,Silver
C_017,2025-03-18,76,9.68,2,16,1,0,Silver
C_017,2025-03-19,77,8.14,1,9,2,0,Silver
C_017,2025-03-20,78,5.87,1,8,3,0,Silver
C_017,2025-03-21,79,15.82,1,10,4,0,Silver
C_017,2025-03-22,80,0.0,0,1,5,0,Silver
C_017,2025-03-23,81,13.35,1,8,6,1,Silver
C_017,2025-03-24,82,10.54,1,6,0,0,Silver
C_017,2025-03-25,83,0.0,0,1,1,0,Silver
C_017,2025-03-26,84,12.93,2,9,2,0,Silver
C_017,2025-03-27,85,0.0,0,0,3,0,Silver
C_017,2025-03-28,86,8.05,1,8,4,0,Silver
C_017,2025-03-29,87,5.65,1,4,5,1,Silver
C_017,2025-03-30,88,0.0,0,3,6,0,Silver
C_017,2025-03-31,89,0.0,0,1,0,0,Silver
C_017,2025-04-01,90,11.52,1,6,1,0,Silver
C_017,2025-04-02,91,27.82,2,15,2,0,Silver
C_017,2025-04-03,92,17.17,1,11,3,0,Silver
C_017,2025-04-04,93,0.0,0,1,4,0,Silver
C_017,2025-04-05,94,3.06,1,3,5,0,Silver
C_017,2025-04-06,95,0.0,0,1,6,0,Silver
C_017,2025-04-07,96,9.31,1,7,0,0,Silver
C_017,2025-04-08,97,0.0,0,1,1,0,Silver
C_017,2025-04-09,98,0.0,0,3,2,0,Silver
C_017,2025-04-10,99,13.14,1,10,3,0,Silver
C_017,2025-04-11,100,0.0,0,4,4,0,Silver
C_017,2025-04-12,101,0.0,0,3,5,0,Silver
C_017,2025-04-13,102,16.99,1,7,6,1,Silver
C_017,2025-04-14,103,0.0,0,1,0,0,Silver
C_017,2025-04-15,104,12.68,1,9,1,0,Silver
C_017,2025-04-16,105,13.55,2,6,2,0,Silver
C_017,2025-04-17,106,0.0,0,0,3,0,Silver
C_017,2025-04-18,107,0.0,0,2,4,0,Silver
C_017,2025-04-19,108,22.03,1,8,5,0,Silver
C_017,2025-04-20,109,0.0,0,1,6,0,Silver
C_017,2025-04-21,110,10.13,1,5,0,0,Silver
C_017,2025-04-22,111,16.29,1,9,1,0,Silver
C_017,2025-04-23,112,11.17,1,10,2,0,Silver
C_017,2025-04-24,113,0.0,0,4,3,0,Silver
C_017,2025-04-25,114,0.0,0,3,4,0,Silver
C_017,2025-04-26,115,8.45,1,3,5,0,Silver
C_017,2025-04-27,116,12.21,1,7,6,0,Silver
C_017,2025-04-28,117,0.0,0,2,0,0,Silver
C_017,2025-04-29,118,15.01,1,11,1,0,Silver
C_017,2025-04-30,119,7.12,1,6,2,0,Silver
C_018,2025-01-01,0,4.77,1,5,2,0,Bronze
C_018,2025-01-02,1,0.0,0,1,3,0,Bronze
C_018,2025-01-03,2,0.0,0,4,4,0,Bronze
C_018,2025-01-04,3,11.76,1,7,5,0,Bronze
C_018,2025-01-05,4,23.31,2,12,6,0,Bronze
C_018,2025-01-06,5,14.55,3,22,0,0,Bronze
C_018,2025-01-07,6,0.0,0,4,1,0,Bronze
C_018,2025-01-08,7,0.0,0,3,2,0,Bronze
C_018,2025-01-09,8,9.34,2,7,3,0,Bronze
C_018,2025-01-10,9,0.0,0,0,4,0,Bronze
C_018,2025-01-11,10,0.0,0,3,5,0,Bronze
C_018,2025-01-12,11,11.71,1,8,6,0,Bronze
C_018,2025-01-13,12,0.0,0,2,0,0,Bronze
C_018,2025-01-14,13,0.0,0,3,1,0,Bronze
C_018,2025-01-15,14,10.62,1,7,2,0,Bronze
C_018,2025-01-16,15,6.54,1,6,3,0,Bronze
C_018,2025-01-17,16,0.0,0,0,4,0,Bronze
C_018,2025-01-18,17,10.82,2,7,5,0,Bronze
C_018,2025-01-19,18,0.0,0,4,6,0,Bronze
C_018,2025-01-20,19,0.0,0,0,0,0,Bronze
C_018,2025-01-21,20,0.0,0,2,1,0,Bronze
C_018,2025-01-22,21,8.03,1,9,2,0,Bronze
C_018,2025-01-23,22,4.16,1,9,3,0,Bronze
C_018,2025-01-24,23,3.82,1,9,4,0,Bronze
C_018,2025-01-25,24,7.93,1,6,5,0,Bronze
C_018,2025-01-26,25,17.44,2,10,6,0,Bronze
C_018,2025-01-27,26,0.0,0,0,0,0,Bronze
C_018,2025-01-28,27,11.44,2,11,1,0,Bronze
C_018,2025-01-29,28,7.27,1,5,2,0,Bronze
C_018,2025-01-30,29,0.0,0,3,3,0,Bronze
C_018,2025-01-31,30,25.22,2,16,4,0,Bronze
C_018,2025-02-01,31,3.48,1,3,5,0,Bronze
C_018,2025-02-02,32,0.0,0,4,6,0,Bronze
C_018,2025-02-03,33,0.0,0,0,0,0,Bronze
C_018,2025-02-04,34,28.31,3,21,1,0,Bronze
C_018,2025-02-05,35,0.0,0,2,2,0,Bronze
C_018,2025-02-06,36,0.0,0,1,3,1,Bronze
C_018,2025-02-07,37,16.09,2,15,4,0,Bronze
C_018,2025-02-08,38,0.0,0,0,5,0,Bronze
C_018,2025-02-09,39,20.7,3,25,6,0,Bronze
C_018,2025-02-10,40,0.0,0,1,0,0,Bronze
C_018,2025-02-11,41,0.0,0,1,1,0,Bronze
C_018,2025-02-12,42,5.13,1,4,2,0,Bronze
C_018,2025-02-13,43,24.16,2,20,3,0,Bronze
C_018,2025-02-14,44,7.69,1,12,4,0,Bronze
C_018,2025-02-15,45,27.98,4,15,5,0,Bronze
C_018,2025-02-16,46,0.0,0,2,6,0,Bronze
C_018,2025-02-17,47,7.46,1,5,0,0,Bronze
C_018,2025-02-18,48,4.43,1,8,1,0,Bronze
C_018,2025-02-19,49,6.54,1,10,2,0,Bronze
C_018,2025-02-20,50,0.0,0,4,3,1,Bronze
C_018,2025-02-21,51,2.55,1,5,4,0,Bronze
C_018,2025-02-22,52,19.42,4,37,5,0,Bronze
C_018,2025-02-23,53,0.0,0,0,6,0,Bronze
C_018,2025-02-24,54,14.84,3,30,0,0,Bronze
C_018,2025-02-25,55,0.0,0,1,1,0,Bronze
C_018,2025-02-26,56,0.0,0,1,2,0,Bronze
C_018,2025-02-27,57,0.0,0,3,3,0,Bronze
C_018,2025-02-28,58,0.0,0,4,4,0,Bronze
C_018,2025-03-01,59,54.68,4,39,5,0,Bronze
C_018,2025-03-02,60,0.0,0,4,6,0,Bronze
C_018,2025-03-03,61,11.29,2,8,0,0,Bronze
C_018,2025-03-04,62,0.0,0,2,1,0,Bronze
C_018,2025-03-05,63,11.56,1,8,2,0,Bronze
C_018,2025-03-06,64,0.0,0,0,3,0,Bronze
C_018,2025-03-07,65,2.31,2,4,4,0,Bronze
C_018,2025-03-08,66,0.0,0,3,5,0,Bronze
C_018,2025-03-09,67,22.99,3,21,6,0,Bronze
C_018,2025-03-10,68,7.02,2,16,0,0,Bronze
C_018,2025-03-11,69,0.0,0,4,1,0,Bronze
C_018,2025-03-12,70,0.0,0,2,2,0,Bronze
C_018,2025-03-13,71,4.37,1,5,3,1,Bronze
C_018,2025-03-14,72,12.65,2,8,4,0,Bronze
C_018,2025-03-15,73,11.7,2,12,5,0,Bronze
C_018,2025-03-16,74,0.0,0,0,6,0,Bronze
C_018,2025-03-17,75,0.0,0,2,0,0,Bronze
C_018,2025-03-18,76,0.0,0,3,1,0,Bronze
C_018,2025-03-19,77,17.51,3,18,2,0,Bronze
C_018,2025-03-20,78,4.26,1,6,3,0,Bronze
C_018,2025-03-21,79,21.32,1,12,4,1,Bronze
C_018,2025-03-22,80,20.65,1,10,5,0,Bronze
C_018,2025-03-23,81,0.0,0,2,6,0,Bronze
C_018,2025-03-24,82,0.0,0,2,0,0,Bronze
C_018,2025-03-25,83,4.5,1,5,1,0,Bronze
C_018,2025-03-26,84,0.0,0,3,2,0,Bronze
C_018,2025-03-27,85,18.31,3,24,3,0,Bronze
C_018,2025-03-28,86,11.56,1,13,4,0,Bronze
C_018,2025-03-29,87,12.59,1,8,5,0,Bronze
C_018,2025-03-30,88,13.46,1,9,6,0,Bronze
C_018,2025-03-31,89,27.0,3,17,0,0,Bronze
C_018,2025-04-01,90,6.9,1,12,1,0,Bronze
C_018,2025-04-02,91,0.0,0,3,2,0,Bronze
C_018,2025-04-03,92,0.0,0,0,3,0,Bronze
C_018,2025-04-04,93,0.0,0,3,4,0,Bronze
C_018,2025-04-05,94,16.48,2,17,5,0,Bronze
C_018,2025-04-06,95,15.24,1,8,6,0,Bronze
C_018,2025-04-07,96,8.84,1,12,0,0,Bronze
C_018,2025-04-08,97,10.37,1,7,1,0,Bronze
C_018,2025-04-09,98,6.09,1,7,2,0,Bronze
C_018,2025-04-10,99,0.0,0,0,3,0,Bronze
C_018,2025-04-11,100,7.4,1,11,4,0,Bronze
C_018,2025-04-12,101,0.0,0,4,5,0,Bronze
C_018,2025-04-13,102,12.64,1,8,6,0,Bronze
C_018,2025-04-14,103,0.0,0,3,0,0,Bronze
C_018,2025-04-15,104,0.0,0,0,1,0,Bronze
C_018,2025-04-16,105,8.8,1,6,2,0,Bronze
C_018,2025-04-17,106,13.33,3,13,3,0,Bronze
C_018,2025-04-18,107,0.0,0,4,4,0,Bronze
C_018,2025-04-19,108,20.93,2,16,5,0,Bronze
C_018,2025-04-20,109,21.82,4,28,6,0,Bronze
C_018,2025-04-21,110,0.0,0,2,0,0,Bronze
C_018,2025-04-22,111,9.03,3,8,1,0,Bronze
C_018,2025-04-23,112,0.0,0,4,2,0,Bronze
C_018,2025-04-24,113,4.51,1,9,3,0,Bronze
C_018,2025-04-25,114,0.0,0,2,4,0,Bronze
C_018,2025-04-26,115,0.0,0,3,5,0,Bronze
C_018,2025-04-27,116,8.45,1,5,6,0,Bronze
C_018,2025-04-28,117,29.74,2,22,0,0,Bronze
C_018,2025-04-29,118,5.9,1,9,1,0,Bronze
C_018,2025-04-30,119,0.0,0,0,2,0,Bronze
C_019,2025-01-01,0,0.0,0,4,2,0,Bronze
C_019,2025-01-02,1,0.0,0,3,3,0,Bronze
C_019,2025-01-03,2,12.11,2,11,4,0,Bronze
C_019,2025-01-04,3,10.13,2,6,5,0,Bronze
C_019,2025-01-05,4,18.55,2,12,6,0,Bronze
C_019,2025-01-06,5,10.71,1,8,0,0,Bronze
C_019,2025-01-07,6,0.0,0,2,1,0,Bronze
C_019,2025-01-08,7,0.0,0,1,2,0,Bronze
C_019,2025-01-09,8,15.43,2,20,3,0,Bronze
C_019,2025-01-10,9,0.0,0,0,4,0,Bronze
C_019,2025-01-11,10,7.74,1,12,5,0,Bronze
C_019,2025-01-12,11,0.0,0,0,6,0,Bronze
C_019,2025-01-13,12,0.0,0,1,0,0,Bronze
C_019,2025-01-14,13,0.0,0,0,1,0,Bronze
C_019,2025-01-15,14,8.46,2,19,2,0,Bronze
C_019,2025-01-16,15,23.73,3,22,3,0,Bronze
C_019,2025-01-17,16,7.78,2,19,4,0,Bronze
C_019,2025-01-18,17,12.0,1,7,5,0,Bronze
C_019,2025-01-19,18,0.0,0,1,6,0,Bronze
C_019,2025-01-20,19,0.0,0,2,0,0,Bronze
C_019,2025-01-21,20,11.06,1,8,1,0,Bronze
C_019,2025-01-22,21,5.33,1,5,2,0,Bronze
C_019,2025-01-23,22,0.0,0,2,3,0,Bronze
C_019,2025-01-24,23,8.08,1,6,4,0,Bronze
C_019,2025-01-25,24,0.0,0,2,5,0,Bronze
C_019,2025-01-26,25,0.0,0,4,6,0,Bronze
C_019,2025-01-27,26,13.71,3,13,0,0,Bronze
C_019,2025-01-28,27,14.07,1,9,1,0,Bronze
C_019,2025-01-29,28,0.0,0,1,2,0,Bronze
C_019,2025-01-30,29,24.34,2,18,3,0,Bronze
C_019,2025-01-31,30,0.0,0,3,4,0,Bronze
C_019,2025-02-01,31,26.46,2,19,5,0,Bronze
C_019,2025-02-02,32,0.0,0,1,6,0,Bronze
C_019,2025-02-03,33,7.66,2,9,0,0,Bronze
C_019,2025-02-04,34,38.03,4,38,1,0,Bronze
C_019,2025-02-05,35,0.0,0,1,2,0,Bronze
C_019,2025-02-06,36,11.36,2,10,3,0,Bronze
C_019,2025-02-07,37,0.0,0,1,4,0,Bronze
C_019,2025-02-08,38,0.0,0,0,5,0,Bronze
C_019,2025-02-09,39,0.0,0,4,6,0,Bronze
C_019,2025-02-10,40,11.44,1,12,0,0,Bronze
C_019,2025-02-11,41,0.0,0,2,1,1,Bronze
C_019,2025-02-12,42,0.0,0,2,2,0,Bronze
C_019,2025-02-13,43,9.54,2,10,3,0,Bronze
C_019,2025-02-14,44,0.0,0,2,4,0,Bronze
C_019,2025-02-15,45,11.67,2,18,5,0,Bronze
C_019,2025-02-16,46,0.0,0,1,6,0,Bronze
C_019,2025-02-17,47,9.49,1,7,0,0,Bronze
C_019,2025-02-18,48,4.43,1,4,1,0,Bronze
C_019,2025-02-19,49,0.0,0,3,2,0,Bronze
C_019,2025-02-20,50,6.89,1,5,3,1,Bronze
C_019,2025-02-21,51,9.61,1,9,4,0,Bronze
C_019,2025-02-22,52,0.0,0,0,5,0,Bronze
C_019,2025-02-23,53,14.59,1,9,6,0,Bronze
C_019,2025-02-24,54,27.32,2,19,0,0,Bronze
C_019,2025-02-25,55,5.11,2,11,1,0,Bronze
C_019,2025-02-26,56,0.0,0,0,2,0,Bronze
C_019,2025-02-27,57,11.35,1,10,3,0,Bronze
C_019,2025-02-28,58,28.77,2,20,4,0,Bronze
C_019,2025-03-01,59,0.0,0,3,5,0,Bronze
C_019,2025-03-02,60,0.0,0,3,6,0,Bronze
C_019,2025-03-03,61,0.0,0,0,0,0,Bronze
C_019,2025-03-04,62,7.65,1,5,1,0,Bronze
C_019,2025-03-05,63,10.56,2,13,2,0,Bronze
C_019,2025-03-06,64,0.0,0,4,3,0,Bronze
C_019,2025-03-07,65,0.0,0,3,4,0,Bronze
C_019,2025-03-08,66,4.28,1,8,5,0,Bronze
C_019,2025-03-09,67,14.18,1,8,6,0,Bronze
C_019,2025-03-10,68,5.73,2,4,0,0,Bronze
C_019,2025-03-11,69,3.87,1,4,1,0,Bronze
C_019,2025-03-12,70,0.0,0,0,2,0,Bronze
C_019,2025-03-13,71,0.0,0,2,3,0,Bronze
C_019,2025-03-14,72,14.77,3,26,4,0,Bronze
C_019,2025-03-15,73,0.0,0,0,5,0,Bronze
C_019,2025-03-16,74,4.31,1,4,6,0,Bronze
C_019,2025-03-17,75,30.89,3,30,0,0,Bronze
C_019,2025-03-18,76,5.86,1,7,1,0,Bronze
C_019,2025-03-19,77,0.0,0,0,2,0,Bronze
C_019,2025-03-20,78,0.0,0,4,3,0,Bronze
C_019,2025-03-21,79,0.0,0,3,4,0,Bronze
C_019,2025-03-22,80,6.16,1,3,5,0,Bronze
C_019,2025-03-23,81,0.0,0,0,6,0,Bronze
C_019,2025-03-24,82,0.0,0,3,0,0,Bronze
C_019,2025-03-25,83,5.03,1,4,1,0,Bronze
C_019,2025-03-26,84,4.73,1,4,2,0,Bronze
C_019,2025-03-27,85,0.0,0,0,3,0,Bronze
C_019,2025-03-28,86,0.0,0,2,4,0,Bronze
C_019,2025-03-29,87,0.0,0,3,5,0,Bronze
C_019,2025-03-30,88,14.47,2,12,6,0,Bronze
C_019,2025-03-31,89,7.62,1,6,0,0,Bronze
C_019,2025-04-01,90,16.46,1,12,1,0,Bronze
C_019,2025-04-02,91,3.11,1,5,2,0,Bronze
C_019,2025-04-03,92,0.0,0,4,3,0,Bronze
C_019,2025-04-04,93,0.0,0,0,4,0,Bronze
C_019,2025-04-05,94,5.13,1,3,5,0,Bronze
C_019,2025-04-06,95,0.0,0,0,6,0,Bronze
C_019,2025-04-07,96,0.0,0,1,0,0,Bronze
C_019,2025-04-08,97,0.0,0,3,1,0,Bronze
C_019,2025-04-09,98,6.63,1,7,2,0,Bronze
C_019,2025-04-10,99,9.16,1,7,3,0,Bronze
C_019,2025-04-11,100,0.0,0,4,4,0,Bronze
C_019,2025-04-12,101,7.78,1,10,5,0,Bronze
C_019,2025-04-13,102,0.0,0,4,6,0,Bronze
C_019,2025-04-14,103,0.0,0,0,0,0,Bronze
C_019,2025-04-15,104,0.0,0,1,1,0,Bronze
C_019,2025-04-16,105,4.95,1,8,2,0,Bronze
C_019,2025-04-17,106,0.0,0,4,3,0,Bronze
C_019,2025-04-18,107,8.1,1,7,4,0,Bronze
C_019,2025-04-19,108,0.0,0,1,5,0,Bronze
C_019,2025-04-20,109,17.16,1,9,6,0,Bronze
C_019,2025-04-21,110,10.92,2,11,0,0,Bronze
C_019,2025-04-22,111,4.81,1,4,1,0,Bronze
C_019,2025-04-23,112,0.0,0,4,2,0,Bronze
C_019,2025-04-24,113,16.23,1,13,3,0,Bronze
C_019,2025-04-25,114,0.0,0,3,4,0,Bronze
C_019,2025-04-26,115,0.0,0,4,5,0,Bronze
C_019,2025-04-27,116,0.0,0,1,6,0,Bronze
C_019,2025-04-28,117,0.0,0,2,0,0,Bronze
C_019,2025-04-29,118,22.44,2,18,1,0,Bronze
C_019,2025-04-30,119,10.92,2,11,2,0,Bronze
C_020,2025-01-01,0,0.0,0,1,2,0,Gold
C_020,2025-01-02,1,0.0,0,4,3,0,Gold
C_020,2025-01-03,2,38.85,1,8,4,0,Gold
C_020,2025-01-04,3,64.66,1,12,5,0,Gold
C_020,2025-01-05,4,51.08,2,15,6,1,Gold
C_020,2025-01-06,5,46.04,4,20,0,0,Gold
C_020,2025-01-07,6,35.23,1,10,1,0,Gold
C_020,2025-01-08,7,4.72,1,3,2,0,Gold
C_020,2025-01-09,8,0.0,0,1,3,0,Gold
C_020,2025-01-10,9,23.9,2,10,4,0,Gold
C_020,2025-01-11,10,31.06,1,9,5,0,Gold
